# Melhores coberturas conhecidas no mundo, e melhores limites inferiores
# já provados, para o covering design C(v,k,t).
#
# Fonte: La Jolla Covering Repository, D. M. Gordon.
#   https://github.com/dmgordo/LJCR
# Licença: Creative Commons Attribution 4.0 (CC BY 4.0).
#
# Gerado por ferramentas/atualizar-referencia.py — não editar à mão.
#
# v,k,t,melhor_conhecido,limite_publicado
58,6,4,34589,29319
58,7,2,84,83
58,7,3,1136,945
58,7,4,18553,12363
58,8,2,66,66
58,8,3,687,595
58,8,4,8990,6083
58,9,2,52,52
58,9,3,410,368
58,9,4,5938,3674
58,9,5,79810,37101
58,10,2,43,41
58,10,3,342,273
58,10,4,3807,2059
58,10,5,43208,18259
58,11,2,37,34
58,11,3,262,211
58,11,4,2538,1387
58,11,5,25250,10314
58,12,2,30,29
58,12,3,195,165
58,12,4,1610,1006
58,12,5,13318,6313
58,13,2,27,25
58,13,3,149,130
58,13,4,1121,661
58,13,5,10161,3900
58,13,6,77135,26110
58,14,2,21,21
58,14,3,116,100
58,14,4,789,493
58,14,5,5962,2548
58,14,6,46520,15263
58,15,2,20,20
58,15,3,86,82
58,15,4,603,348
58,15,5,3141,1845
58,15,6,32338,9369
58,16,2,18,17
58,16,3,82,69
58,16,4,504,276
58,16,5,2371,1215
58,16,6,19630,6061
58,17,2,16,14
58,17,3,72,55
58,17,4,366,222
58,17,5,2089,915
58,17,6,13230,3770
58,17,7,78484,18560
58,18,2,14,14
58,18,3,58,46
58,18,4,228,165
58,18,5,1558,684
58,18,6,8683,2801
58,18,7,50207,11240
58,19,2,13,13
58,19,3,46,41
58,19,4,209,138
58,19,5,1264,486
58,19,6,5842,1887
58,19,7,32454,7580
58,20,2,12,12
58,20,3,39,38
58,20,4,141,114
58,20,5,869,383
58,20,6,4064,1253
58,20,7,20216,4742
58,21,2,11,11
58,21,3,38,34
58,21,4,130,100
58,21,5,683,310
58,21,6,3323,1000
58,21,7,14107,3204
58,21,8,62988,11283
58,22,2,10,10
58,22,3,33,29
58,22,4,115,80
58,22,5,476,246
58,22,6,2333,747
58,22,7,10357,2276
58,22,8,39668,7314
58,23,2,10,10
58,23,3,32,26
58,23,4,106,74
58,23,5,362,197
58,23,6,1825,580
58,23,7,7324,1726
58,23,8,27115,5334
58,24,2,9,9
58,24,3,27,22
58,24,4,89,61
58,24,5,282,158
58,24,6,1348,445
58,24,7,4971,1211
58,24,8,18973,3679
59,3,2,571,571
59,4,2,295,295
59,4,3,8275,8275
59,5,2,177,177
59,5,3,3640,3257
59,5,4,95817,91026
59,6,2,119,118
59,6,3,1908,1711
59,6,4,36295,30916
59,7,2,86,85
59,7,3,1166,978
59,7,4,19781,13039
59,8,2,67,67
59,8,3,737,613
59,8,4,9411,6970
59,9,2,55,54
59,9,3,465,433
59,9,4,6338,3901
59,9,5,88702,39878
59,10,2,48,43
59,10,3,347,307
59,10,4,4195,2172
59,10,5,47610,21677
59,11,2,37,35
59,11,3,279,220
59,11,4,2726,1465
59,11,5,28287,11044
59,12,2,31,30
59,12,3,198,168
59,12,4,1664,1038
59,12,5,14033,6820
59,13,2,28,26
59,13,3,162,132
59,13,4,1223,749
59,13,5,11250,4566
59,13,6,87278,28652
59,14,2,24,22
59,14,3,132,106
59,14,4,860,548
59,14,5,6845,2786
59,14,6,55451,16436
59,15,2,20,20
59,15,3,93,83
59,15,4,615,394
59,15,5,3564,1940
59,15,6,35455,10023
59,16,2,19,18
59,16,3,83,74
59,16,4,540,303
59,16,5,2465,1284
59,16,6,22121,6804
59,17,2,17,15
59,17,3,74,59
59,17,4,403,240
59,17,5,2195,963
59,17,6,14106,4217
59,17,7,86328,21036
59,18,2,15,14
59,18,3,61,47
59,18,4,266,181
59,18,5,1722,728
59,18,6,9730,3000
59,18,7,55559,12358
59,19,2,13,13
59,19,3,53,44
59,19,4,219,143
59,19,5,1364,513
59,19,6,6437,2124
59,19,7,35400,8698
59,20,2,12,12
59,20,3,40,39
59,20,4,153,121
59,20,5,1011,408
59,20,6,4670,1434
59,20,7,22561,5567
59,21,2,12,12
59,21,3,39,34
59,21,4,136,107
59,21,5,752,321
59,21,6,3696,1077
59,21,7,15366,3521
59,21,8,72129,13323
59,22,2,11,11
59,22,3,36,30
59,22,4,124,92
59,22,5,558,269
59,22,6,2820,832
59,22,7,11392,2682
59,22,8,47396,8593
59,23,2,10,10
59,23,3,32,26
59,23,4,110,75
59,23,5,402,206
59,23,6,1983,632
59,23,7,8003,1917
59,23,8,31729,5839
59,24,2,9,9
59,24,3,28,25
59,24,4,92,64
59,24,5,305,182
59,24,6,1489,485
59,24,7,5795,1426
59,24,8,21977,4244
60,3,2,600,600
60,4,2,300,300
60,4,3,8565,8565
60,5,2,180,180
60,5,3,3778,3540
60,6,2,128,120
60,6,3,1950,1770
60,6,4,38059,32570
60,7,2,91,86
60,7,3,1196,1012
60,7,4,20788,14667
60,8,2,68,68
60,8,3,786,638
60,8,4,9882,7335
60,9,2,57,54
60,9,3,492,447
60,9,4,6767,4087
60,9,5,95529,46467
60,10,2,48,44
60,10,3,362,324
60,10,4,4480,2598
60,10,5,52185,23406
60,11,2,38,36
60,11,3,303,235
60,11,4,2940,1675
60,11,5,31103,11848
60,12,2,31,30
60,12,3,206,175
60,12,4,1866,1100
60,12,5,14871,7325
60,13,2,28,27
60,13,3,167,139
60,13,4,1318,776
60,13,5,12154,4791
60,14,2,25,22
60,14,3,140,112
60,14,4,941,566
60,14,5,7554,3210
60,14,6,59803,19569
60,15,2,21,20
60,15,3,104,88
60,15,4,627,424
60,15,5,4055,2192
60,15,6,38174,11144
60,16,2,19,19
60,16,3,83,75
60,16,4,559,312
60,16,5,2536,1478
60,16,6,24438,7275
60,17,2,18,16
60,17,3,77,64
60,17,4,438,262
60,17,5,2297,1070
60,17,6,16300,4532
60,18,2,15,14
60,18,3,65,50
60,18,4,302,197
60,18,5,1855,800
60,18,6,10567,3210
60,18,7,64914,14057
60,19,2,13,13
60,19,3,54,45
60,19,4,238,149
60,19,5,1536,572
60,19,6,7640,2299
60,19,7,40441,9474
60,20,2,12,12
60,20,3,45,39
60,20,4,197,132
60,20,5,1095,429
60,20,6,5069,1539
60,20,7,26742,6372
60,21,2,12,12
60,21,3,39,36
60,21,4,140,112
60,21,5,797,346
60,21,6,4084,1166
60,21,7,18098,4098
60,21,8,83221,15906
60,22,2,11,11
60,22,3,37,33
60,22,4,128,93
60,22,5,612,292
60,22,6,2879,876
60,22,7,12514,2938
60,22,8,53738,9603
60,23,2,10,10
60,23,3,32,29
60,23,4,122,79
60,23,5,466,240
60,23,6,2312,702
60,23,7,9273,2171
60,23,8,36803,6997
60,24,2,9,9
60,24,3,28,25
60,24,4,93,65
60,24,5,322,188
60,24,6,1660,515
60,24,7,6709,1580
60,24,8,24551,4793
61,3,2,610,610
61,4,2,305,305
61,4,3,9155,9150
61,5,2,183,183
61,5,3,3917,3660
61,6,2,132,122
61,6,3,2130,1830
61,6,4,39876,35990
61,7,2,95,88
61,7,3,1311,1046
61,7,4,22534,15425
61,8,2,71,69
61,8,3,854,656
61,8,4,10300,7717
61,9,2,57,55
61,9,3,512,461
61,9,4,7160,4325
61,10,2,49,45
61,10,3,380,330
61,10,4,4896,2727
61,10,5,56940,24931
61,11,2,40,37
61,11,3,322,244
61,11,4,3174,1797
61,11,5,33621,14408
61,12,2,31,31
61,12,3,216,183
61,12,4,2010,1195
61,12,5,16085,8515
61,13,2,29,27
61,13,3,170,141
61,13,4,1413,822
61,13,5,13546,5162
61,14,2,25,23
61,14,3,141,118
61,14,4,1020,606
61,14,5,8500,3382
61,14,6,67889,20876
61,15,2,21,21
61,15,3,109,90
61,15,4,640,456
61,15,5,4709,2302
61,15,6,43777,13054
61,16,2,20,19
61,16,3,84,77
61,16,4,602,336
61,16,5,2568,1617
61,16,6,27567,8357
61,17,2,18,16
61,17,3,77,69
61,17,4,470,270
61,17,5,2376,1120
61,17,6,17438,5304
61,18,2,16,14
61,18,3,68,55
61,18,4,313,217
61,18,5,2121,888
61,18,6,11824,3627
61,18,7,73273,15359
61,19,2,13,13
61,19,3,58,45
61,19,4,258,161
61,19,5,1611,633
61,19,6,8176,2569
61,19,7,45286,10306
61,20,2,13,13
61,20,3,45,41
61,20,4,210,138
61,20,5,1217,455
61,20,6,5533,1745
61,20,7,29970,7012
61,21,2,12,12
61,21,3,39,37
61,21,4,153,114
61,21,5,901,384
61,21,6,4339,1247
61,21,7,20769,4471
61,22,2,11,11
61,22,3,38,34
61,22,4,132,100
61,22,5,667,311
61,22,6,3597,960
61,22,7,14444,3233
61,22,8,61530,11363
61,23,2,10,10
61,23,3,36,30
61,23,4,126,88
61,23,5,503,247
61,23,6,2613,775
61,23,7,10475,2324
61,23,8,40528,7793
61,24,2,10,10
61,24,3,32,26
61,24,4,110,74
61,24,5,396,201
61,24,6,1920,610
61,24,7,7531,1785
61,24,8,28843,5518
62,3,2,641,641
62,4,2,326,326
62,4,3,9455,9455
62,5,2,199,199
62,5,3,4053,3782
62,6,2,135,135
62,6,3,2230,1891
62,6,4,41677,37820
62,7,2,98,98
62,7,3,1363,1081
62,7,4,24074,16209
62,8,2,72,70
62,8,3,893,682
62,8,4,10730,8107
62,9,2,58,57
62,9,3,517,476
62,9,4,7444,4520
62,10,2,50,46
62,10,3,402,341
62,10,4,5198,2859
62,10,5,61799,26815
62,11,2,40,40
62,11,3,331,254
62,11,4,3422,1860
62,11,5,36960,15371
62,12,2,31,31
62,12,3,248,192
62,12,4,2128,1261
62,12,5,19184,9285
62,13,2,29,29
62,13,3,175,148
62,13,4,1530,873
62,13,5,14665,5700
62,14,2,26,24
62,14,3,149,120
62,14,4,1074,625
62,14,5,9105,3641
62,14,6,74540,22861
62,15,2,21,21
62,15,3,113,96
62,15,4,651,488
62,15,5,5085,2505
62,15,6,47985,13979
62,16,2,20,20
62,16,3,84,82
62,16,4,615,349
62,16,5,2595,1767
62,16,6,31186,8921
62,17,2,19,17
62,17,3,82,70
62,17,4,511,281
62,17,5,2447,1226
62,17,6,19747,5898
62,18,2,17,15
62,18,3,73,56
62,18,4,342,238
62,18,5,2185,930
62,18,6,13103,3858
62,18,7,82184,16785
62,19,2,15,14
62,19,3,63,47
62,19,4,291,180
62,19,5,1777,709
62,19,6,8854,2898
62,19,7,51616,11836
62,20,2,13,13
62,20,3,46,42
62,20,4,218,140
62,20,5,1329,500
62,20,6,6344,1963
62,20,7,34357,7964
62,21,2,12,12
62,21,3,40,39
62,21,4,177,122
62,21,5,968,408
62,21,6,4643,1344
62,21,7,22891,5152
62,22,2,12,12
62,22,3,39,34
62,22,4,139,105
62,22,5,701,322
62,22,6,3658,1083
62,22,7,15178,3515
62,22,8,70002,12601
62,23,2,11,11
62,23,3,37,30
62,23,4,127,92
62,23,5,553,270
62,23,6,2994,839
62,23,7,11074,2588
62,23,8,46936,8716
62,24,2,10,10
62,24,3,32,26
62,24,4,111,78
62,24,5,423,228
62,24,6,2060,639
62,24,7,7966,2003
62,24,8,32862,6004
63,3,2,651,651
63,4,2,331,331
63,4,3,10096,10096
63,5,2,202,202
63,5,3,4208,4108
63,6,2,140,137
63,6,3,2318,2090
63,6,4,43612,39711
63,7,2,100,99
63,7,3,1395,1215
63,7,4,26093,17019
63,8,2,72,71
63,8,3,912,772
63,8,4,11102,8513
63,9,2,59,58
63,9,3,520,490
63,9,4,7701,4774
63,10,2,51,47
63,10,3,417,360
63,10,4,5663,2999
63,10,5,67163,28476
63,11,2,42,41
63,11,3,348,264
63,11,4,3652,1953
63,11,5,40184,16375
63,12,2,37,34
63,12,3,260,210
63,12,4,2330,1334
63,12,5,20871,9765
63,13,2,30,30
63,13,3,180,151
63,13,4,1669,931
63,13,5,16025,6111
63,14,2,27,26
63,14,3,158,131
63,14,4,1197,666
63,14,5,10494,3929
63,14,6,80905,25110
63,15,2,21,21
63,15,3,123,101
63,15,4,651,504
63,15,5,5684,2625
63,15,6,53023,15293
63,16,2,20,20
63,16,3,84,83
63,16,4,620,378
63,16,5,2604,1922
63,16,6,34080,9864
63,17,2,19,18
63,17,3,83,75
63,17,4,533,304
63,17,5,2551,1294
63,17,6,21554,6549
63,18,2,17,15
63,18,3,76,60
63,18,4,376,245
63,18,5,2284,984
63,18,6,14385,4291
63,19,2,15,14
63,19,3,65,50
63,19,4,311,186
63,19,5,1979,790
63,19,6,9979,3084
63,19,7,58955,12793
63,20,2,13,13
63,20,3,56,45
63,20,4,227,149
63,20,5,1464,567
63,20,6,7135,2234
63,20,7,38119,9129
63,21,2,12,12
63,21,3,40,39
63,21,4,202,126
63,21,5,1026,420
63,21,6,5411,1500
63,21,7,25593,5889
63,22,2,12,12
63,22,3,39,36
63,22,4,145,112
63,22,5,823,350
63,22,6,3916,1169
63,22,7,17188,3849
63,22,8,80696,13926
63,23,2,11,11
63,23,3,38,33
63,23,4,128,94
63,23,5,589,288
63,23,6,3102,882
63,23,7,12770,2967
63,23,8,52427,9629
63,24,2,10,10
63,24,3,32,29
63,24,4,122,79
63,24,5,458,242
63,24,6,2279,709
63,24,7,9109,2203
63,24,8,35700,6794
64,3,2,683,683
64,4,2,336,336
64,4,3,10416,10416
64,5,2,205,205
64,5,3,4352,4237
64,6,2,142,139
64,6,3,2440,2155
64,6,4,45143,43819
64,7,2,102,101
64,7,3,1470,1253
64,7,4,27669,19109
64,8,2,72,72
64,8,3,916,792
64,8,4,11160,9720
64,9,2,60,59
64,9,3,520,505
64,9,4,8583,5490
64,10,2,52,48
64,10,3,433,372
64,10,4,6084,3136
64,10,5,72529,30554
64,11,2,44,41
64,11,3,357,274
64,11,4,3927,2095
64,11,5,40906,17449
64,12,2,37,35
64,12,3,273,219
64,12,4,2398,1408
64,12,5,23230,10416
64,13,2,31,30
64,13,3,198,168
64,13,4,1792,1034
64,13,5,17114,6568
64,14,2,28,27
64,14,3,164,138
64,14,4,1301,691
64,14,5,11228,4256
64,14,6,90146,26675
64,15,2,25,22
64,15,3,137,111
64,15,4,809,559
64,15,5,6467,2842
64,15,6,59604,16764
64,16,2,20,20
64,16,3,84,84
64,16,4,620,404
64,16,5,2604,2016
64,16,6,37037,10500
64,17,2,19,19
64,17,3,84,76
64,17,4,570,313
64,17,5,2593,1424
64,17,6,24150,7236
64,18,2,18,16
64,18,3,77,64
64,18,4,421,267
64,18,5,2365,1081
64,18,6,15698,4601
64,19,2,15,14
64,19,3,71,51
64,19,4,341,203
64,19,5,2162,826
64,19,6,10691,3315
64,19,7,64794,14454
64,20,2,13,13
64,20,3,59,45
64,20,4,246,160
64,20,5,1596,596
64,20,6,7605,2528
64,20,7,40948,9869
64,21,2,13,13
64,21,3,48,41
64,21,4,210,138
64,21,5,1206,455
64,21,6,6161,1728
64,21,7,28226,6809
64,22,2,12,12
64,22,3,40,37
64,22,4,164,114
64,22,5,861,367
64,22,6,4567,1222
64,22,7,20498,4364
64,23,2,11,11
64,23,3,38,34
64,23,4,132,101
64,23,5,665,312
64,23,6,3618,974
64,23,7,14388,3253
64,23,8,57978,10711
64,24,2,10,10
64,24,3,32,30
64,24,4,123,88
64,24,5,509,251
64,24,6,2394,768
64,24,7,10112,2352
64,24,8,39517,7912
65,3,2,694,694
65,4,2,358,358
65,4,3,11099,11099
65,5,2,208,208
65,5,3,4368,4368
65,6,2,143,141
65,6,3,2546,2221
65,6,4,49302,45901
65,7,2,103,103
65,7,3,1560,1291
65,7,4,29431,20011
65,8,2,82,82
65,8,3,1017,821
65,8,4,12630,10181
65,9,2,61,60
65,9,3,520,520
65,9,4,9087,5720
65,10,2,53,52
65,10,3,456,384
65,10,4,6505,3283
65,10,5,78083,35685
65,11,2,47,42
65,11,3,377,284
65,11,4,4165,2199
65,11,5,46485,18532
65,12,2,38,36
65,12,3,287,223
65,12,4,2643,1485
65,12,5,26385,11348
65,13,2,31,30
65,13,3,206,175
65,13,4,1924,1095
65,13,5,19454,7040
65,14,2,29,27
65,14,3,167,140
65,14,4,1360,780
65,14,5,12521,4801
65,15,2,25,23
65,15,3,144,117
65,15,4,831,598
65,15,5,7095,2995
65,15,6,66538,18443
65,16,2,21,21
65,16,3,109,90
65,16,4,670,451
65,16,5,3413,2271
65,16,6,42423,11546
65,17,2,20,19
65,17,3,84,77
65,17,4,585,322
65,17,5,2602,1545
65,17,6,25958,7709
65,18,2,18,17
65,18,3,77,69
65,18,4,453,275
65,18,5,2435,1131
65,18,6,16989,5143
65,19,2,17,14
65,19,3,74,55
65,19,4,365,220
65,19,5,2246,914
65,19,6,11430,3699
65,19,7,78082,15741
65,20,2,13,13
65,20,3,63,46
65,20,4,285,166
65,20,5,1722,660
65,20,6,8101,2685
65,20,7,48702,10774
65,21,2,13,13
65,21,3,51,42
65,21,4,216,140
65,21,5,1298,496
65,21,6,6620,1845
65,21,7,32586,7825
65,22,2,12,12
65,22,3,40,39
65,22,4,185,122
65,22,5,960,408
65,22,6,5090,1345
65,22,7,22996,5106
65,23,2,12,12
65,23,3,39,34
65,23,4,140,105
65,23,5,754,323
65,23,6,4088,1038
65,23,7,16030,3454
65,23,8,74078,12334
65,24,2,11,11
65,24,3,37,30
65,24,4,124,93
65,24,5,559,274
65,24,6,3028,845
65,24,7,12014,2638
65,24,8,48849,8811
66,3,2,726,726
66,4,2,363,363
66,4,3,11451,11451
66,5,2,225,225
66,5,3,4726,4726
66,6,2,143,143
66,6,3,2602,2288
66,6,4,53471,48048
66,7,2,110,104
66,7,3,1598,1330
66,7,4,31720,20941
66,8,2,83,83
66,8,3,1058,850
66,8,4,13600,10651
66,9,2,68,66
66,9,3,602,602
66,9,4,9403,6021
66,10,2,54,53
66,10,3,476,396
66,10,4,6857,3432
66,10,5,83688,37752
66,11,2,48,44
66,11,3,389,312
66,11,4,4398,2304
66,11,5,49321,19698
66,12,2,39,37
66,12,3,310,231
66,12,4,2827,1562
66,12,5,28502,12095
66,13,2,32,31
66,13,3,218,183
66,13,4,2046,1133
66,13,5,20961,7540
66,14,2,29,28
66,14,3,171,142
66,14,4,1404,825
66,14,5,13626,5163
66,15,2,26,24
66,15,3,150,119
66,15,4,911,616
66,15,5,7892,3432
66,15,6,72776,21125
66,16,2,22,21
66,16,3,112,95
66,16,4,685,483
66,16,5,3905,2467
66,16,6,48167,12355
66,17,2,20,20
66,17,3,89,82
66,17,4,594,350
66,17,5,2742,1751
66,17,6,29097,8817
66,18,2,18,17
66,18,3,77,70
66,18,4,461,283
66,18,5,2512,1186
66,18,6,18302,5665
66,19,2,17,15
66,19,3,75,60
66,19,4,391,240
66,19,5,2273,956
66,19,6,12549,3929
66,19,7,88889,16962
66,20,2,15,14
66,20,3,65,48
66,20,4,299,182
66,20,5,1857,726
66,20,6,8939,3017
66,20,7,55527,12207
66,21,2,13,13
66,21,3,54,43
66,21,4,233,145
66,21,5,1365,522
66,21,6,6907,2075
66,21,7,37731,8439
66,22,2,13,13
66,22,3,40,39
66,22,4,207,126
66,22,5,1042,420
66,22,6,5415,1488
66,22,7,25899,5535
66,23,2,12,12
66,23,3,40,36
66,23,4,153,112
66,23,5,800,351
66,23,6,4352,1171
66,23,7,18474,3860
66,23,8,83531,13625
66,24,2,11,11
66,24,3,37,33
66,24,4,130,94
66,24,5,624,289
66,24,6,3197,889
66,24,7,13308,2855
66,24,8,55641,9499
67,3,2,737,737
67,4,2,369,369
67,4,3,12166,12161
67,5,2,228,228
67,5,3,5062,4865
67,6,2,157,157
67,6,3,2800,2513
67,6,4,57962,52774
67,7,2,115,106
67,7,3,1628,1370
67,7,4,33525,21900
67,8,2,85,84
67,8,3,1116,871
67,8,4,15174,11139
67,9,2,69,67
67,9,3,623,618
67,9,4,10382,6328
67,10,2,57,55
67,10,3,519,443
67,10,4,7429,4034
67,10,5,90701,40341
67,11,2,49,45
67,11,3,405,323
67,11,4,4640,2412
67,11,5,51975,20904
67,12,2,40,38
67,12,3,320,246
67,12,4,2916,1742
67,12,5,31717,12864
67,13,2,33,31
67,13,3,233,191
67,13,4,2185,1191
67,13,5,22595,8051
67,14,2,30,29
67,14,3,176,149
67,14,4,1591,876
67,14,5,14804,5423
67,15,2,27,25
67,15,3,153,126
67,15,4,999,635
67,15,5,8855,3685
67,15,6,81125,23062
67,16,2,22,21
67,16,3,115,101
67,16,4,818,499
67,16,5,4396,2580
67,16,6,52114,14372
67,17,2,20,20
67,17,3,90,83
67,17,4,623,375
67,17,5,3166,1904
67,17,6,32466,9723
67,18,2,19,18
67,18,3,83,75
67,18,4,516,306
67,18,5,2639,1303
67,18,6,20402,6518
67,19,2,17,16
67,19,3,76,60
67,19,4,424,247
67,19,5,2364,998
67,19,6,13265,4183
67,20,2,15,14
67,20,3,66,51
67,20,4,311,201
67,20,5,1980,804
67,20,6,9739,3203
67,20,7,63351,13163
67,21,2,14,14
67,21,3,58,45
67,21,4,253,154
67,21,5,1541,581
67,21,6,7228,2317
67,21,7,42387,9626
67,22,2,13,13
67,22,3,40,40
67,22,4,214,131
67,22,5,1178,442
67,22,6,5850,1590
67,22,7,28557,6320
67,23,2,12,12
67,23,3,40,38
67,23,4,168,114
67,23,5,894,368
67,23,6,4809,1224
67,23,7,20755,4335
67,24,2,12,12
67,24,3,39,34
67,24,4,132,101
67,24,5,685,313
67,24,6,3600,980
67,24,7,14728,3270
67,24,8,64493,10776
68,3,2,771,771
68,4,2,391,391
68,4,3,12529,12529
68,5,2,232,232
68,5,3,5329,5019
68,6,2,160,159
68,6,3,2961,2584
68,6,4,62762,55137
68,7,2,118,117
68,7,3,1772,1526
68,7,4,36154,24412
68,8,2,88,85
68,8,3,1132,901
68,8,4,16200,11645
68,9,2,71,68
68,9,3,663,635
68,9,4,10932,6582
68,10,2,58,56
68,10,3,530,456
68,10,4,7898,4203
68,11,2,50,46
68,11,3,418,340
68,11,4,4946,2739
68,11,5,58712,24938
68,12,2,40,40
68,12,3,323,255
68,12,4,3012,1831
68,12,5,34287,13668
68,13,2,33,32
68,13,3,251,199
68,13,4,2311,1287
68,13,5,24713,9112
68,14,2,30,30
68,14,3,178,151
68,14,4,1703,928
68,14,5,16194,5785
68,15,2,28,26
68,15,3,156,132
68,15,4,1068,676
68,15,5,9734,3972
68,15,6,87784,24585
68,16,2,23,22
68,16,3,121,107
68,16,4,853,536
68,16,5,5002,2699
68,16,6,56959,15662
68,17,2,21,20
68,17,3,94,84
68,17,4,657,404
68,17,5,3515,1996
68,17,6,35887,10320
68,18,2,19,19
68,18,3,84,76
68,18,4,555,314
68,18,5,2649,1417
68,18,6,22207,7193
68,19,2,18,16
68,19,3,80,65
68,19,4,464,269
68,19,5,2437,1096
68,19,6,14843,4664
68,20,2,16,14
68,20,3,68,55
68,20,4,330,204
68,20,5,2115,840
68,20,6,10209,3394
68,20,7,68609,14223
68,21,2,14,14
68,21,3,59,46
68,21,4,253,166
68,21,5,1619,651
68,21,6,8015,2604
68,21,7,46094,10372
68,22,2,13,13
68,22,3,51,44
68,22,4,221,140
68,22,5,1282,476
68,22,6,6253,1796
68,22,7,33956,7162
68,23,2,12,12
68,23,3,40,39
68,23,4,185,119
68,23,5,963,388
68,23,6,5116,1307
68,23,7,22997,4701
68,24,2,12,12
68,24,3,39,34
68,24,4,142,108
68,24,5,755,323
68,24,6,3990,1043
68,24,7,16678,3468
68,24,8,71601,11589
69,3,2,782,782
69,4,2,397,397
69,4,3,13300,13300
69,5,2,237,235
69,5,3,5622,5397
69,6,2,163,161
69,6,3,3121,2668
69,6,4,67950,57719
69,7,2,121,119
69,7,3,1855,1568
69,7,4,37779,25472
69,8,2,90,87
69,8,3,1213,1010
69,8,4,17933,13162
69,9,2,72,69
69,9,3,728,652
69,9,4,11967,6908
69,10,2,59,57
69,10,3,539,470
69,10,4,8327,4382
69,11,2,51,47
69,11,3,436,352
69,11,4,5240,2861
69,11,5,62335,26365
69,12,2,42,41
69,12,3,350,265
69,12,4,3284,1955
69,12,5,37787,15750
69,13,2,37,35
69,13,3,267,213
69,13,4,2436,1354
69,13,5,26538,9719
69,14,2,31,30
69,14,3,189,158
69,14,4,1786,981
69,14,5,17401,6344
69,15,2,28,27
69,15,3,164,138
69,15,4,1171,695
69,15,5,10687,4269
69,16,2,25,22
69,16,3,128,113
69,16,4,901,570
69,16,5,5942,2916
69,16,6,64449,17130
69,17,2,21,21
69,17,3,95,90
69,17,4,668,435
69,17,5,4047,2176
69,17,6,39130,10955
69,18,2,20,19
69,18,3,84,77
69,18,4,597,322
69,18,5,3300,1549
69,18,6,24061,7652
69,19,2,18,17
69,19,3,83,69
69,19,4,487,276
69,19,5,2503,1141
69,19,6,16431,5146
69,20,2,17,15
69,20,3,74,56
69,20,4,379,225
69,20,5,2391,929
69,20,6,11514,3782
69,20,7,82405,16091
69,21,2,14,14
69,21,3,60,48
69,21,4,253,181
69,21,5,1677,671
69,21,6,8765,2760
69,21,7,52367,11152
69,22,2,13,13
69,22,3,54,44
69,22,4,226,145
69,22,5,1352,521
69,22,6,6520,2042
69,22,7,38296,8168
69,23,2,13,13
69,23,3,43,39
69,23,4,207,132
69,23,5,1085,420
69,23,6,5589,1428
69,23,7,25848,5388
69,24,2,12,12
69,24,3,40,36
69,24,4,156,113
69,24,5,755,343
69,24,6,4488,1116
69,24,7,18794,3758
69,24,8,88007,12717
70,3,2,817,817
70,4,2,403,403
70,4,3,13685,13685
70,5,2,252,252
70,5,3,5911,5558
70,6,2,172,164
70,6,3,3258,2742
70,6,4,73301,62965
70,7,2,124,120
70,7,3,1968,1610
70,7,4,40725,26680
70,8,2,92,88
70,8,3,1240,1042
70,8,4,19150,13720
70,9,2,73,70
70,9,3,779,677
70,9,4,12635,7856
70,10,2,60,58
70,10,3,546,483
70,10,4,8717,4564
70,11,2,52,48
70,11,3,448,363
70,11,4,5552,2991
70,11,5,67095,27886
70,12,2,42,41
70,12,3,371,275
70,12,4,3345,2054
70,12,5,42063,16690
70,13,2,38,36
70,13,3,285,221
70,13,4,2594,1427
70,13,5,28102,10528
70,14,2,32,30
70,14,3,207,175
70,14,4,1814,1065
70,14,5,18821,6770
70,15,2,29,27
70,15,3,168,140
70,15,4,1285,738
70,15,5,11670,4578
70,16,2,26,23
70,16,3,136,119
70,16,4,995,604
70,16,5,6552,3041
70,16,6,70825,18677
70,17,2,22,21
70,17,3,116,91
70,17,4,759,466
70,17,5,4324,2348
70,17,6,43312,12008
70,18,2,20,20
70,18,3,85,82
70,18,4,604,350
70,18,5,3502,1692
70,18,6,25908,8463
70,19,2,19,18
70,19,3,83,70
70,19,4,530,284
70,19,5,2565,1194
70,19,6,17661,5707
70,20,2,17,15
70,20,3,75,60
70,20,4,393,242
70,20,5,2466,966
70,20,6,12844,3994
70,20,7,89882,17252
70,21,2,16,14
70,21,3,66,50
70,21,4,319,187
70,21,5,1958,750
70,21,6,9649,3097
70,21,7,60398,12607
70,22,2,13,13
70,22,3,56,45
70,22,4,247,153
70,22,5,1474,576
70,22,6,7171,2135
70,22,7,41660,8782
70,23,2,13,13
70,23,3,45,40
70,23,4,211,134
70,23,5,1188,442
70,23,6,5706,1586
70,23,7,29665,6215
70,24,2,12,12
70,24,3,40,38
70,24,4,173,114
70,24,5,759,385
70,24,6,4655,1225
70,24,7,20771,4165
71,3,2,829,829
71,4,2,426,426
71,4,3,14502,14502
71,5,2,257,256
71,5,3,6228,5723
71,6,2,177,166
71,6,3,3398,2982
71,6,4,79053,65770
71,7,2,127,122
71,7,3,2076,1664
71,7,4,42720,27812
71,8,2,96,90
71,8,3,1271,1065
71,8,4,21049,14290
71,9,2,73,71
71,9,3,818,695
71,9,4,13810,8221
71,10,2,61,59
71,10,3,555,497
71,10,4,9377,4807
71,11,2,52,49
71,11,3,459,375
71,11,4,5771,3118
71,11,5,74164,29459
71,12,2,46,42
71,12,3,380,284
71,12,4,3413,2148
71,12,5,45163,17697
