# Melhores coberturas conhecidas no mundo, e melhores limites inferiores
# já provados, para o covering design C(v,k,t).
#
# Fonte: La Jolla Covering Repository, D. M. Gordon.
#   https://github.com/dmgordo/LJCR
# Licença: Creative Commons Attribution 4.0 (CC BY 4.0).
#
# Gerado por ferramentas/atualizar-referencia.py — não editar à mão.
#
# v,k,t,melhor_conhecido,limite_publicado
35,18,6,250,125
35,18,7,863,315
35,18,8,2648,813
35,19,2,6,6
35,19,3,13,12
35,19,4,28,23
35,19,5,61,50
35,19,6,161,98
35,19,7,509,207
35,19,8,1595,433
35,20,2,5,5
35,20,3,11,9
35,20,4,26,20
35,20,5,54,37
35,20,6,119,70
35,20,7,346,158
35,20,8,970,308
35,21,2,4,4
35,21,3,10,9
35,21,4,21,15
35,21,5,43,27
35,21,6,87,57
35,21,7,221,105
35,21,8,571,199
35,22,2,4,4
35,22,3,9,9
35,22,4,19,15
35,22,5,38,24
35,22,6,76,40
35,22,7,151,70
35,22,8,357,137
35,23,2,4,4
35,23,3,7,7
35,23,4,14,11
35,23,5,28,20
35,23,6,55,32
35,23,7,113,58
35,23,8,216,90
35,24,2,3,3
35,24,3,6,6
35,24,4,11,10
35,24,5,22,17
35,24,6,40,25
35,24,7,77,44
35,24,8,149,68
36,3,2,216,216
36,4,2,108,108
36,4,3,1791,1791
36,5,2,66,65
36,5,3,821,756
36,5,4,12161,12161
36,6,2,47,42
36,6,3,420,378
36,6,4,4632,3948
36,6,5,62832,62832
36,7,2,33,32
36,7,3,256,211
36,7,4,2510,1862
36,7,5,24397,18571
36,8,2,27,25
36,8,3,162,140
36,8,4,1284,900
36,8,5,11072,6885
36,8,6,109097,74205
36,9,2,21,20
36,9,3,112,96
36,9,4,680,528
36,9,5,5682,3328
36,9,6,44760,24328
36,10,2,18,17
36,10,3,81,72
36,10,4,510,324
36,10,5,2927,1739
36,10,6,20862,10710
36,10,7,151984,74916
36,11,2,15,14
36,11,3,65,56
36,11,4,334,220
36,11,5,1874,963
36,11,6,11309,5031
36,11,7,63586,25534
36,12,2,12,12
36,12,3,40,39
36,12,4,180,144
36,12,5,1126,594
36,12,6,6277,2406
36,12,7,30414,12402
36,13,2,11,11
36,13,3,37,34
36,13,4,147,106
36,13,5,743,358
36,13,6,3615,1432
36,13,7,16889,5946
36,13,8,83214,27294
36,14,2,10,10
36,14,3,33,29
36,14,4,108,85
36,14,5,494,258
36,14,6,2139,826
36,14,7,9136,3060
36,14,8,42136,12477
36,15,2,9,9
36,15,3,27,24
36,15,4,77,60
36,15,5,322,176
36,15,6,1338,524
36,15,7,5635,1652
36,15,8,21675,5916
36,16,2,7,7
36,16,3,21,18
36,16,4,62,48
36,16,5,185,133
36,16,6,829,338
36,16,7,3349,1051
36,16,8,11523,3213
36,17,2,7,7
36,17,3,17,15
36,17,4,48,36
36,17,5,138,89
36,17,6,494,233
36,17,7,1906,623
36,17,8,6721,1790
36,18,2,6,6
36,18,3,15,14
36,18,4,33,30
36,18,5,86,64
36,18,6,267,154
36,18,7,1056,372
36,18,8,3768,994
36,19,2,6,6
36,19,3,14,12
36,19,4,30,27
36,19,5,65,54
36,19,6,219,112
36,19,7,688,237
36,19,8,2200,597
36,20,2,5,5
36,20,3,12,11
36,20,4,26,22
36,20,5,54,42
36,20,6,138,90
36,20,7,439,177
36,20,8,1334,373
36,21,2,5,5
36,21,3,11,9
36,21,4,24,16
36,21,5,50,35
36,21,6,107,64
36,21,7,298,120
36,21,8,798,271
36,22,2,4,4
36,22,3,10,9
36,22,4,19,15
36,22,5,40,26
36,22,6,83,45
36,22,7,183,94
36,22,8,503,172
36,23,2,4,4
36,23,3,8,8
36,23,4,18,15
36,23,5,36,24
36,23,6,72,38
36,23,7,139,63
36,23,8,306,110
36,24,2,3,3
36,24,3,6,6
36,24,4,12,11
36,24,5,24,17
36,24,6,48,31
36,24,7,87,48
36,24,8,199,87
37,3,2,222,222
37,4,2,111,111
37,4,3,2001,1998
37,5,2,68,67
37,5,3,886,800
37,5,4,13707,13254
37,6,2,50,50
37,6,3,473,401
37,6,4,5451,4662
37,6,5,74993,74993
37,7,2,35,33
37,7,3,286,222
37,7,4,2806,1998
37,7,5,27258,20868
37,8,2,28,28
37,8,3,177,148
37,8,4,1483,976
37,8,5,13360,8612
37,8,6,133072,85891
37,9,2,21,21
37,9,3,122,103
37,9,4,744,576
37,9,5,6776,3700
37,9,6,54502,28305
37,10,2,19,18
37,10,3,85,74
37,10,4,557,356
37,10,5,3346,1954
37,10,6,25370,12314
37,11,2,16,14
37,11,3,69,58
37,11,4,379,243
37,11,5,2175,1090
37,11,6,12934,5850
37,11,7,77344,36025
37,12,2,13,13
37,12,3,51,44
37,12,4,239,173
37,12,5,1367,679
37,12,6,7247,2970
37,12,7,39583,15513
37,13,2,12,12
37,13,3,39,35
37,13,4,160,111
37,13,5,832,410
37,13,6,4534,1691
37,13,7,21866,6848
37,13,8,104411,35298
37,14,2,11,11
37,14,3,35,30
37,14,4,117,90
37,14,5,578,281
37,14,6,2568,947
37,14,7,11163,3785
37,14,8,52085,15715
37,15,2,9,9
37,15,3,28,25
37,15,4,100,72
37,15,5,378,210
37,15,6,1609,637
37,15,7,7148,2038
37,15,8,26861,7548
37,16,2,8,8
37,16,3,25,21
37,16,4,70,56
37,16,5,238,139
37,16,6,1025,407
37,16,7,4166,1212
37,16,8,14626,3821
37,17,2,7,7
37,17,3,18,16
37,17,4,58,40
37,17,5,165,105
37,17,6,600,290
37,17,7,2474,736
37,17,8,8321,2288
37,18,2,7,7
37,18,3,15,15
37,18,4,40,32
37,18,5,124,74
37,18,6,379,183
37,18,7,1273,479
37,18,8,5018,1281
37,19,2,6,6
37,19,3,14,14
37,19,4,31,28
37,19,5,71,59
37,19,6,266,125
37,19,7,826,300
37,19,8,2775,725
37,20,2,6,6
37,20,3,13,12
37,20,4,29,23
37,20,5,62,50
37,20,6,181,100
37,20,7,580,208
37,20,8,1682,439
37,21,2,5,5
37,21,3,11,9
37,21,4,25,21
37,21,5,54,39
37,21,6,118,74
37,21,7,359,159
37,21,8,1078,312
37,22,2,5,5
37,22,3,11,9
37,22,4,22,16
37,22,5,44,27
37,22,6,91,59
37,22,7,259,108
37,22,8,668,202
37,23,2,4,4
37,23,3,9,8
37,23,4,19,15
37,23,5,38,25
37,23,6,79,42
37,23,7,160,73
37,23,8,400,152
37,24,2,4,4
37,24,3,8,8
37,24,4,16,13
37,24,5,33,24
37,24,6,66,37
37,24,7,128,59
37,24,8,268,98
38,3,2,241,241
38,4,2,124,124
38,4,3,2109,2109
38,5,2,76,76
38,5,3,942,845
38,5,4,15691,15186
38,6,2,51,51
38,6,3,510,425
38,6,4,6080,5067
38,6,5,87153,83942
38,7,2,39,38
38,7,3,309,272
38,7,4,3099,2177
38,7,5,32399,25308
38,8,2,29,29
38,8,3,191,157
38,8,4,1606,1055
38,8,5,15686,9491
38,9,2,25,23
38,9,3,138,119
38,9,4,856,626
38,9,5,8112,4121
38,9,6,66195,36362
38,10,2,19,19
38,10,3,89,80
38,10,4,590,392
38,10,5,3826,2189
38,10,6,30936,14060
38,11,2,17,15
38,11,3,74,63
38,11,4,408,256
38,11,5,2510,1230
38,11,6,15724,6751
38,11,7,99830,42540
38,12,2,13,13
38,12,3,54,45
38,12,4,261,184
38,12,5,1589,770
38,12,6,8917,3452
38,12,7,47457,18525
38,13,2,12,12
38,13,3,40,38
38,13,4,178,129
38,13,5,1022,506
38,13,6,5264,1985
38,13,7,26156,8682
38,14,2,11,11
38,14,3,35,33
38,14,4,136,95
38,14,5,668,302
38,14,6,3143,1113
38,14,7,14230,4590
38,14,8,62993,18588
38,15,2,10,10
38,15,3,32,28
38,15,4,104,76
38,15,5,444,228
38,15,6,1883,712
38,15,7,8085,2400
38,15,8,32519,9589
38,16,2,8,8
38,16,3,27,22
38,16,4,81,60
38,16,5,285,171
38,16,6,1252,499
38,16,7,5326,1513
38,16,8,18490,4841
38,17,2,7,7
38,17,3,22,18
38,17,4,65,47
38,17,5,189,126
38,17,6,705,314
38,17,7,3139,910
38,17,8,10824,2710
38,18,2,7,7
38,18,3,15,15
38,18,4,41,34
38,18,5,131,85
38,18,6,420,222
38,18,7,1732,613
38,18,8,6409,1554
38,19,2,6,6
38,19,3,15,14
38,19,4,33,30
38,19,5,94,64
38,19,6,318,148
38,19,7,1059,366
38,19,8,3521,958
38,20,2,6,6
38,20,3,14,12
38,20,4,30,27
38,20,5,64,54
38,20,6,224,113
38,20,7,702,238
38,20,8,2280,570
38,21,2,6,6
38,21,3,11,11
38,21,4,28,22
38,21,5,61,42
38,21,6,133,91
38,21,7,469,181
38,21,8,1337,377
38,22,2,5,5
38,22,3,11,9
38,22,4,23,16
38,22,5,49,37
38,22,6,100,68
38,22,7,270,128
38,22,8,860,275
38,23,2,4,4
38,23,3,10,9
38,23,4,21,15
38,23,5,42,27
38,23,6,82,45
38,23,7,223,98
38,23,8,562,179
38,24,2,4,4
38,24,3,8,8
38,24,4,17,13
38,24,5,37,24
38,24,6,72,40
38,24,7,147,67
38,24,8,313,116
39,3,2,247,247
39,4,2,127,127
39,4,3,2350,2350
39,5,2,78,78
39,5,3,1004,968
39,5,4,17496,16451
39,6,2,54,52
39,6,3,539,494
39,6,4,6824,5493
39,6,5,102844,98709
39,7,2,39,39
39,7,3,331,285
39,7,4,3398,2368
39,7,5,36848,28231
39,8,2,32,31
39,8,3,218,186
39,8,4,1883,1326
39,8,5,18005,10613
39,9,2,26,24
39,9,3,146,126
39,9,4,938,681
39,9,5,9487,4572
39,9,6,76445,41128
39,10,2,20,20
39,10,3,104,90
39,10,4,629,465
39,10,5,4373,2442
39,10,6,35535,16072
39,11,2,18,17
39,11,3,77,68
39,11,4,462,284
39,11,5,2894,1390
39,11,6,19038,7761
39,11,7,117261,49850
39,12,2,13,13
39,12,3,57,49
39,12,4,292,205
39,12,5,1804,832
39,12,6,10469,3998
39,12,7,56118,21941
39,13,2,13,13
39,13,3,40,39
39,13,4,201,135
39,13,5,1179,552
39,13,6,6284,2310
39,13,7,30601,10356
39,14,2,12,12
39,14,3,38,34
39,14,4,144,106
39,14,5,809,360
39,14,6,3889,1410
39,14,7,16167,5530
39,14,8,82090,24186
39,15,2,10,10
39,15,3,34,29
39,15,4,108,86
39,15,5,499,247
39,15,6,2416,786
39,15,7,9311,2894
39,15,8,38994,11934
39,16,2,9,9
39,16,3,28,25
39,16,4,90,69
39,16,5,330,186
39,16,6,1572,556
39,16,7,5814,1736
39,16,8,23618,5850
39,17,2,7,7
39,17,3,24,19
39,17,4,72,51
39,17,5,235,138
39,17,6,905,393
39,17,7,3878,1145
39,17,8,13821,3471
39,18,2,7,7
39,18,3,19,16
39,18,4,55,39
39,18,5,155,102
39,18,6,538,273
39,18,7,2233,681
39,18,8,7838,1972
39,19,2,7,7
39,19,3,15,15
39,19,4,35,32
39,19,5,123,70
39,19,6,368,175
39,19,7,1374,456
39,19,8,4519,1259
39,20,2,6,6
39,20,3,14,14
39,20,4,31,29
39,20,5,76,59
39,20,6,276,125
39,20,7,921,292
39,20,8,2937,714
39,21,2,6,6
39,21,3,13,12
39,21,4,29,23
39,21,5,62,51
39,21,6,168,101
39,21,7,559,210
39,21,8,1805,442
39,22,2,5,5
39,22,3,11,11
39,22,4,28,21
39,22,5,60,39
39,22,6,126,75
39,22,7,401,162
39,22,8,1186,321
39,23,2,5,5
39,23,3,11,9
39,23,4,22,16
39,23,5,44,28
39,23,6,89,63
39,23,7,266,116
39,23,8,725,218
39,24,2,4,4
39,24,3,9,8
39,24,4,18,15
39,24,5,39,25
39,24,6,79,44
39,24,7,186,74
39,24,8,444,160
40,3,2,267,267
40,4,2,130,130
40,4,3,2470,2470
40,5,2,82,80
40,5,3,1061,1016
40,5,4,19761,18800
40,6,2,55,54
40,6,3,574,520
40,6,4,7480,6454
40,6,5,118543,109674
40,7,2,40,40
40,7,3,353,298
40,7,4,3839,2824
40,7,5,41174,31389
40,8,2,33,32
40,8,3,231,195
40,8,4,1949,1425
40,8,5,21258,11840
40,9,2,26,25
40,9,3,164,138
40,9,4,1141,827
40,9,5,11114,5894
40,9,6,92981,47169
40,10,2,21,20
40,10,3,110,96
40,10,4,703,504
40,10,5,4863,2724
40,10,6,41392,18288
40,11,2,18,18
40,11,3,86,73
40,11,4,507,328
40,11,5,3332,1691
40,11,6,22029,8880
40,12,2,16,14
40,12,3,67,57
40,12,4,342,227
40,12,5,2104,947
40,12,6,12533,4634
40,12,7,67979,25870
40,13,2,13,13
40,13,3,40,40
40,13,4,240,151
40,13,5,1338,631
40,13,6,7652,2560
40,13,7,37571,12302
40,14,2,12,12
40,14,3,39,38
40,14,4,154,112
40,14,5,918,386
40,14,6,4671,1578
40,14,7,20782,6600
40,14,8,101703,29589
40,15,2,11,11
40,15,3,35,32
40,15,4,121,91
40,15,5,613,283
40,15,6,2858,960
40,15,7,12371,3760
40,15,8,52210,14747
40,16,2,9,9
40,16,3,28,25
40,16,4,93,73
40,16,5,364,215
40,16,6,1830,618
40,16,7,7506,1965
40,16,8,26472,7235
40,17,2,8,8
40,17,3,26,22
40,17,4,77,59
40,17,5,275,163
40,17,6,1112,438
40,17,7,4206,1309
40,17,8,16697,4085
40,18,2,7,7
40,18,3,21,17
40,18,4,60,43
40,18,5,186,114
40,18,6,655,307
40,18,7,2795,874
40,18,8,10127,2545
40,19,2,7,7
40,19,3,17,15
40,19,4,47,34
40,19,5,135,83
40,19,6,462,215
40,19,7,1565,575
40,19,8,6046,1434
40,20,2,6,6
40,20,3,14,14
40,20,4,32,30
40,20,5,96,64
40,20,6,323,140
40,20,7,1014,350
40,20,8,3395,912
40,21,2,6,6
40,21,3,14,12
40,21,4,30,27
40,21,5,66,56
40,21,6,226,113
40,21,7,735,239
40,21,8,2329,557
40,22,2,6,6
40,22,3,12,11
40,22,4,28,22
40,22,5,61,42
40,22,6,162,93
40,22,7,425,184
40,22,8,1464,382
40,23,2,5,5
40,23,3,11,9
40,23,4,26,20
40,23,5,57,37
40,23,6,124,68
40,23,7,337,131
40,23,8,980,282
40,24,2,4,4
40,24,3,10,9
40,24,4,20,15
40,24,5,42,27
40,24,6,81,47
40,24,7,186,105
40,24,8,470,194
41,3,2,274,274
41,4,2,144,144
41,4,3,2737,2737
41,5,2,82,82
41,5,3,1148,1066
41,5,4,20760,20254
41,6,2,59,56
41,6,3,629,547
41,6,4,7952,6943
41,6,5,137247,128467
41,7,2,43,41
41,7,3,378,317
41,7,4,4068,3047
41,7,5,48334,37802
41,8,2,34,33
41,8,3,253,205
41,8,4,2299,1528
41,8,5,24677,14473
41,9,2,28,26
41,9,3,169,146
41,9,4,1263,889
41,9,5,12873,6492
41,9,6,107238,53938
41,10,2,21,21
41,10,3,121,103
41,10,4,825,566
41,10,5,5939,3391
41,10,6,50155,24166
41,11,2,19,18
41,11,3,89,75
41,11,4,545,358
41,11,5,3642,1879
41,11,6,26814,10154
41,12,2,17,15
41,12,3,73,62
41,12,4,394,250
41,12,5,2429,1121
41,12,6,14690,5778
41,12,7,83770,30340
41,13,2,14,14
41,13,3,56,45
41,13,4,253,180
41,13,5,1500,716
41,13,6,8953,2987
41,13,7,45260,14615
41,14,2,12,12
41,14,3,40,39
41,14,4,186,118
41,14,5,1042,443
41,14,6,5059,1848
41,14,7,24841,7498
41,14,8,122347,33008
41,15,2,11,11
41,15,3,37,33
41,15,4,131,104
41,15,5,696,307
41,15,6,3436,1056
41,15,7,14926,4314
41,15,8,66318,18040
41,16,2,10,10
41,16,3,33,29
41,16,4,108,82
41,16,5,461,234
41,16,6,2256,726
41,16,7,9223,2460
41,16,8,35891,9635
41,17,2,9,9
41,17,3,28,22
41,17,4,88,61
41,17,5,315,177
41,17,6,1353,519
41,17,7,5565,1491
41,17,8,21644,4740
41,18,2,7,7
41,18,3,24,19
41,18,4,70,51
41,18,5,231,135
41,18,6,853,372
41,18,7,3595,998
41,18,8,12620,2982
41,19,2,7,7
41,19,3,18,16
41,19,4,53,37
41,19,5,169,93
41,19,6,551,246
41,19,7,1769,663
41,19,8,7667,1886
41,20,2,7,7
41,20,3,15,15
41,20,4,39,32
41,20,5,127,70
41,20,6,399,171
41,20,7,1262,441
41,20,8,4749,1179
41,21,2,6,6
41,21,3,14,14
41,21,4,31,29
41,21,5,80,59
41,21,6,263,126
41,21,7,866,274
41,21,8,2802,684
41,22,2,6,6
41,22,3,13,12
41,22,4,29,23
41,22,5,62,51
41,22,6,182,105
41,22,7,588,211
41,22,8,1901,446
41,23,2,5,5
41,23,3,11,11
41,23,4,28,21
41,23,5,60,40
41,23,6,146,75
41,23,7,406,166
41,23,8,1221,328
41,24,2,5,5
41,24,3,11,9
41,24,4,24,16
41,24,5,51,35
41,24,6,109,64
41,24,7,280,117
41,24,8,615,224
42,3,2,294,294
42,4,2,147,147
42,4,3,2877,2877
42,5,2,93,93
42,5,3,1286,1210
42,5,4,23472,22991
42,6,2,63,63
42,6,3,644,574
42,6,4,8851,7462
42,7,2,46,42
42,7,3,409,330
42,7,4,4659,3282
42,7,5,55416,41658
42,8,2,35,34
42,8,3,274,216
42,8,4,2523,1665
42,8,5,27081,15997
42,9,2,29,28
42,9,3,176,154
42,9,4,1453,957
42,9,5,14679,7131
42,9,6,129077,67541
42,10,2,21,21
42,10,3,132,110
42,10,4,928,614
42,10,5,6756,3734
42,10,6,58544,27267
42,11,2,20,20
42,11,3,91,81
42,11,4,646,394
42,11,5,3999,2162
42,11,6,30529,12948
42,12,2,17,16
42,12,3,77,63
42,12,4,435,263
42,12,5,2670,1253
42,12,6,16371,6577
42,12,7,99758,35539
42,13,2,14,14
42,13,3,58,49
42,13,4,290,201
42,13,5,1654,808
42,13,6,10232,3622
42,13,7,52537,18668
42,14,2,13,13
42,14,3,44,42
42,14,4,214,135
42,14,5,1182,540
42,14,6,6105,2148
42,14,7,30237,8961
42,15,2,12,12
42,15,3,38,35
42,15,4,142,110
42,15,5,772,334
42,15,6,4177,1241
42,15,7,17466,5175
42,15,8,80910,20995
42,16,2,10,10
42,16,3,34,29
42,16,4,114,87
42,16,5,517,273
42,16,6,2662,806
42,16,7,11270,2772
42,16,8,44002,11325
42,17,2,9,9
42,17,3,29,25
42,17,4,100,72
42,17,5,367,203
42,17,6,1671,579
42,17,7,6748,1794
42,17,8,26170,6078
42,18,2,7,7
42,18,3,24,21
42,18,4,72,52
42,18,5,247,143
42,18,6,976,413
42,18,7,4390,1211
42,18,8,15081,3479
42,19,2,7,7
42,19,3,21,17
42,19,4,60,42
42,19,5,187,113
42,19,6,685,299
42,19,7,2358,823
42,19,8,9497,2207
42,20,2,7,7
42,20,3,15,15
42,20,4,45,34
42,20,5,143,78
42,20,6,446,196
42,20,7,1484,517
42,20,8,5960,1393
42,21,2,6,6
42,21,3,15,14
42,21,4,34,30
42,21,5,94,64
42,21,6,321,140
42,21,7,1089,342
42,21,8,3848,882
42,22,2,6,6
42,22,3,14,12
42,22,4,30,27
42,22,5,63,56
42,22,6,221,113
42,22,7,690,241
42,22,8,2048,524
42,23,2,6,6
42,23,3,12,11
42,23,4,29,22
42,23,5,61,42
42,23,6,147,94
42,23,7,508,192
42,23,8,1621,386
42,24,2,5,5
42,24,3,11,9
42,24,4,24,20
42,24,5,54,37
42,24,6,118,70
42,24,7,315,132
42,24,8,755,291
43,3,2,301,301
43,4,2,151,151
43,4,3,3164,3161
43,5,2,95,95
43,5,3,1390,1265
43,5,4,26226,24743
43,6,2,65,65
43,6,3,716,667
43,6,4,10125,8672
43,7,2,49,45
43,7,3,448,387
43,7,4,5122,3526
43,7,5,64105,45838
43,8,2,37,35
43,8,3,297,226
43,8,4,2772,1774
43,8,5,29931,17641
43,9,2,30,29
43,9,3,193,163
43,9,4,1570,1032
43,9,5,16183,7955
43,10,2,26,24
43,10,3,148,121
43,10,4,1052,663
43,10,5,8076,4116
43,10,6,67396,30664
43,11,2,20,20
43,11,3,93,83
43,11,4,703,430
43,11,5,4870,2401
43,11,6,36306,14597
43,12,2,18,17
43,12,3,77,72
43,12,4,489,291
43,12,5,2909,1412
43,12,6,18015,7748
43,13,2,15,14
43,13,3,61,53
43,13,4,335,209
43,13,5,1835,870
43,13,6,11964,4145
43,13,7,61291,21755
43,14,2,13,13
43,14,3,47,43
43,14,4,238,151
43,14,5,1414,618
43,14,6,7265,2482
43,14,7,35445,11125
43,15,2,12,12
43,15,3,40,38
43,15,4,155,121
43,15,5,798,387
43,15,6,4849,1548
43,15,7,21097,6158
43,15,8,95721,25689
43,16,2,11,11
43,16,3,35,33
43,16,4,122,95
43,16,5,603,296
43,16,6,3104,898
43,16,7,12968,3336
43,16,8,56880,13908
43,17,2,10,10
43,17,3,32,26
43,17,4,108,74
43,17,5,429,221
43,17,6,1993,691
43,17,7,7598,2039
43,17,8,32808,7012
43,18,2,9,9
43,18,3,27,22
43,18,4,81,60
43,18,5,299,172
43,18,6,1267,487
43,18,7,5003,1384
43,18,8,19706,4286
43,19,2,7,7
43,19,3,22,18
43,19,4,67,48
43,19,5,226,118
43,19,6,812,324
43,19,7,2774,935
43,19,8,11800,2741
43,20,2,7,7
43,20,3,18,16
43,20,4,54,37
43,20,5,165,91
43,20,6,538,243
43,20,7,1813,643
43,20,8,7499,1770
43,21,2,7,7
43,21,3,15,15
43,21,4,36,32
43,21,5,125,70
43,21,6,398,160
43,21,7,1253,402
43,21,8,4535,1059
43,22,2,6,6
43,22,3,14,14
43,22,4,31,29
43,22,5,78,59
43,22,6,278,126
43,22,7,882,274
43,22,8,3019,669
43,23,2,6,6
43,23,3,13,12
43,23,4,30,23
43,23,5,62,51
43,23,6,181,105
43,23,7,531,212
43,23,8,1984,451
43,24,2,5,5
43,24,3,11,11
43,24,4,28,21
43,24,5,60,40
43,24,6,128,76
43,24,7,412,169
43,24,8,1202,344
44,3,2,323,323
44,4,2,165,165
44,4,3,3311,3311
44,5,2,99,97
44,5,3,1469,1329
44,5,4,29346,27817
44,6,2,67,66
44,6,3,783,697
44,6,4,11413,9277
44,7,2,51,51
44,7,3,486,409
44,7,4,5568,4193
44,7,5,74120,54510
44,8,2,39,39
44,8,3,315,237
44,8,4,3118,2129
44,8,5,31297,19393
44,9,2,30,30
44,9,3,210,172
44,9,4,1769,1105
44,9,5,17548,8673
44,10,2,26,25
44,10,3,157,128
44,10,4,1179,718
44,10,5,8974,4541
44,10,6,78372,35002
44,11,2,21,20
44,11,3,110,96
44,11,4,772,484
44,11,5,5435,2652
44,11,6,39191,16464
44,12,2,19,18
44,12,3,77,74
44,12,4,509,305
44,12,5,3270,1577
44,12,6,21021,8804
44,13,2,16,14
44,13,3,66,58
44,13,4,373,244
44,13,5,2054,985
44,13,6,13846,4780
44,13,7,67374,26224
44,14,2,13,13
44,14,3,49,44
44,14,4,252,167
44,14,5,1578,657
44,14,6,8447,2735
44,14,7,40595,13028
44,15,2,12,12
44,15,3,41,39
44,15,4,162,127
44,15,5,858,443
44,15,6,5260,1813
44,15,7,24722,7281
44,16,2,11,11
44,16,3,37,33
44,16,4,130,105
44,16,5,688,333
44,16,6,3659,1065
44,16,7,14244,4257
44,16,8,66342,16935
44,17,2,10,10
44,17,3,34,29
44,17,4,114,86
44,17,5,500,246
44,17,6,2386,767
44,17,7,9726,2325
44,17,8,39832,8635
44,18,2,9,9
44,18,3,28,25
44,18,4,95,64
44,18,5,338,181
44,18,6,1474,541
44,18,7,5505,1690
44,18,8,23577,4985
44,19,2,8,8
44,19,3,24,21
44,19,4,72,51
44,19,5,255,139
44,19,6,1008,399
44,19,7,3617,1128
44,19,8,14869,3206
44,20,2,7,7
44,20,3,19,17
44,20,4,54,40
44,20,5,184,106
44,20,6,627,260
44,20,7,2055,713
44,20,8,9574,2057
44,21,2,7,7
44,21,3,15,15
44,21,4,46,34
44,21,5,139,78
44,21,6,456,191
44,21,7,1459,510
44,21,8,5105,1348
44,22,2,6,6
44,22,3,15,14
44,22,4,31,30
44,22,5,105,64
44,22,6,342,140
44,22,7,1080,320
44,22,8,3532,804
44,23,2,6,6
44,23,3,14,12
44,23,4,30,27
44,23,5,63,56
44,23,6,239,113
44,23,7,798,242
44,23,8,2452,525
44,24,2,6,6
44,24,3,11,11
44,24,4,28,22
44,24,5,62,43
44,24,6,154,94
44,24,7,436,193
44,24,8,1362,389
45,3,2,330,330
45,4,2,169,169
45,4,3,3634,3634
45,5,2,99,99
45,5,3,1582,1485
45,5,4,31826,29799
45,6,2,70,68
45,6,3,851,728
45,6,4,12696,9968
45,7,2,52,52
45,7,3,510,425
45,7,4,6100,4481
45,7,5,84677,59638
45,8,2,42,40
45,8,3,326,287
45,8,4,3473,2301
45,8,5,35284,23586
45,9,2,33,32
45,9,3,232,195
45,9,4,1935,1185
45,9,5,19520,10645
45,10,2,27,26
45,10,3,164,135
45,10,4,1258,774
45,10,5,10442,4973
45,10,6,85538,39029
45,11,2,22,21
45,11,3,120,103
45,11,4,880,524
45,11,5,6412,2938
45,11,6,44753,18577
45,12,2,19,18
45,12,3,88,75
45,12,4,547,360
45,12,5,3541,1815
45,12,6,26028,9945
45,13,2,17,15
45,13,3,73,63
45,13,4,418,257
45,13,5,2392,1056
45,13,6,15667,5459
45,13,7,80565,30476
45,14,2,14,14
45,14,3,59,45
45,14,4,253,187
45,14,5,1822,785
45,14,6,9688,3167
45,14,7,52358,15365
45,15,2,12,12
45,15,3,42,40
45,15,4,166,132
45,15,5,969,501
45,15,6,6210,1971
45,15,7,29718,8205
45,16,2,12,12
45,16,3,38,35
45,16,4,136,110
45,16,5,750,358
45,16,6,4145,1246
45,16,7,18762,5100
45,16,8,81955,20478
45,17,2,10,10
45,17,3,35,30
45,17,4,124,88
45,17,5,564,278
45,17,6,2686,882
45,17,7,11284,2820
45,17,8,45672,11269
45,18,2,10,10
45,18,3,31,25
45,18,4,100,73
45,18,5,385,215
45,18,6,1724,615
45,18,7,7319,1918
45,18,8,28904,5813
45,19,2,8,8
45,19,3,24,22
45,19,4,75,60
45,19,5,288,152
45,19,6,1194,429
45,19,7,4736,1282
45,19,8,17370,4003
45,20,2,7,7
45,20,3,22,18
45,20,4,67,48
45,20,5,217,115
45,20,6,809,313
45,20,7,2738,898
45,20,8,11992,2538
45,21,2,7,7
45,21,3,15,15
45,21,4,51,37
45,21,5,155,86
45,21,6,528,228
45,21,7,1826,558
45,21,8,6368,1528
45,22,2,7,7
45,22,3,15,15
45,22,4,37,32
45,22,5,121,70
45,22,6,407,160
45,22,7,1374,391
45,22,8,3861,1044
45,23,2,6,6
45,23,3,14,14
45,23,4,31,29
45,23,5,65,59
45,23,6,267,126
45,23,7,926,274
45,23,8,2660,627
45,24,2,6,6
45,24,3,13,12
45,24,4,30,23
45,24,5,62,51
45,24,6,188,105
45,24,7,534,212
45,24,8,1842,454
46,3,2,353,353
46,4,2,173,173
46,4,3,3795,3795
46,5,2,111,111
46,5,3,1688,1555
46,5,4,34419,33433
46,6,2,73,69
46,6,3,907,759
46,6,4,13722,11385
46,7,2,53,53
46,7,3,530,447
46,7,4,6583,4784
46,7,5,96134,65504
46,8,2,43,41
46,8,3,336,299
46,8,4,3702,2444
46,8,5,37918,25766
46,9,2,34,33
46,9,3,246,205
46,9,4,2183,1467
46,9,5,22891,11761
46,10,2,28,26
46,10,3,182,148
46,10,4,1406,897
46,10,5,12084,5451
46,10,6,91855,48967
46,11,2,23,21
46,11,3,129,109
46,11,4,967,565
46,11,5,7180,3237
46,11,6,53443,20797
46,12,2,20,20
46,12,3,90,81
46,12,4,567,395
46,12,5,3767,2009
46,12,6,29558,11263
46,13,2,17,16
46,13,3,78,64
46,13,4,465,266
46,13,5,2787,1275
46,13,6,18080,6423
46,13,7,97672,35190
46,14,2,15,14
46,14,3,62,50
46,14,4,253,207
46,14,5,1948,845
